DELETION LOG
============
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.pdf (1358494 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_LLC_Training_Guide.pdf (1358494 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Documents/Jayboi_Services_Training/Jayboi_Services_LLC_Training_Guide.pdf (1358494 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/railway_setup.md (3064 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/production_readiness_audit.md (2356 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/deployment_guide.md (5141 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/task.md (3987 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/final_launch_checklist.md (1992 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/competitive_gap_analysis.md (7623 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/walkthrough.md (2118 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/production_roadmap.md (2797 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/launch_guide.md (2135 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/ai_platform_plan.md (1960 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/loadboard_integration_plan.md (5271 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/implementation_plan.md (7203 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/docs/feature_gap_analysis_alvys.md (9353 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/debug.xcconfig (23 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App.xcodeproj/project.pbxproj (14483 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist (238 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/config.xml (185 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/xml/config.xml (185 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/run_random.sh (150 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/AppDelegate.swift (3031 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Info.plist (1680 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Assets.xcassets/Contents.json (62 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Assets.xcassets/Splash.imageset/splash-2732x2732.png (41273 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Assets.xcassets/Splash.imageset/splash-2732x2732-1.png (41273 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Assets.xcassets/Splash.imageset/splash-2732x2732-2.png (41273 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Assets.xcassets/Splash.imageset/Contents.json (403 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Base.lproj/LaunchScreen.storyboard (1994 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/Base.lproj/Main.storyboard (1019 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/CapApp-SPM/README.md (157 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/CapApp-SPM/Sources/CapApp-SPM/CapApp-SPM.swift (33 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/README.md (33 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/capacitor-cordova-ios-plugins/CordovaPluginsResources.podspec (379 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/dist/pwa-512x512.png (468745 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/public/pwa-512x512.png (468745 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/public/pwa-512x512.png (468745 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/assets/public/pwa-512x512.png (468745 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/dist/robots.txt (125 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/public/robots.txt (125 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/public/robots.txt (125 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/assets/public/robots.txt (125 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/dist/pwa-192x192.png (436273 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/ios/App/App/public/pwa-192x192.png (436273 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/public/pwa-192x192.png (436273 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/assets/public/pwa-192x192.png (436273 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/nginx/nexus-dispatch.conf (3355 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/variables.gradle (498 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/gradlew (8733 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/build.gradle (637 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/gradle.properties (987 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/gradlew.bat (2937 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/settings.gradle (208 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/proguard-rules.pro (751 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/build.gradle (2130 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/androidTest/java/com/getcapacitor/myapp/ExampleInstrumentedTest.java (774 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/test/java/com/getcapacitor/myapp/ExampleUnitTest.java (402 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/assets/images/placeholder_fan.svg (402 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/assets/images/placeholder_fan.svg (402 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/AndroidManifest.xml (1537 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png (2110 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-mdpi/ic_launcher.png (1869 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-mdpi/ic_launcher_round.png (2725 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-v24/ic_launcher_foreground.xml (1880 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/reset_sheet.py (1880 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-port-xxxhdpi/splash.png (17489 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png (3450 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-hdpi/ic_launcher.png (2786 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-hdpi/ic_launcher_round.png (4341 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-land-xhdpi/splash.png (9251 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable/splash.png (4040 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-land-mdpi/splash.png (4040 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable/ic_launcher_background.xml (5606 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/logic/pricing/tier-calculator.json (5606 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png (15529 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png (9441 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png (15916 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/layout/activity_main.xml (535 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png (9793 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png (6644 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png (10455 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-port-hdpi/splash.png (7934 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/values/styles.xml (823 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/values/strings.xml (288 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/values/ic_launcher_background.xml (120 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/java/com/nexustms/app/MainActivity.java (120 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/xml/file_paths.xml (213 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/Run_AI_Dialer.command (213 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/Run_AI_Dialer.command (213 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-port-mdpi/splash.png (4096 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-land-hdpi/splash.png (7705 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-land-xxhdpi/splash.png (13984 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png (5036 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png (3981 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png (6593 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-port-xxhdpi/splash.png (13346 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-port-xhdpi/splash.png (9875 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/drawable-land-xxxhdpi/splash.png (17683 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml (265 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml (265 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/requirements.txt (80 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/capacitor-cordova-android-plugins/build.gradle (1668 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/capacitor-cordova-android-plugins/cordova.variables.gradle (312 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/capacitor-cordova-android-plugins/src/main/AndroidManifest.xml (210 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/gradle/wrapper/gradle-wrapper.jar (43764 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/android/gradle/wrapper/gradle-wrapper.properties (253 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/scripts/setup-ssl.sh (672 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/scripts/backup-db.sh (812 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/extension/src/App.css (606 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/App.css (606 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/index.css (2224 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/extension/src/main.jsx (229 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/main.jsx (229 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/components/ErrorBoundary.jsx (1617 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/components/Documents/Uploader.jsx (3656 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/accounting/Accounting.jsx (41759 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/settings/TemplateSettings.jsx (13458 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/settings/Integrations.jsx (30191 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/loadboard/ProfitabilityCalc.jsx (4725 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/tools/Tools.jsx (25045 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/highway/HighwayIntegration.jsx (41485 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/checklists/Checklists.jsx (24670 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/dispatch/TripChainer.jsx (2647 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/crm/CRM.jsx (30738 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/agreements/ServiceAgreements.jsx (16679 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/compliance/Compliance.jsx (32646 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/inventory/Inventory.jsx (21941 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/sustainability/Sustainability.jsx (14992 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/carriers/MultiMC.jsx (17925 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/tracking/CustomerPortal.jsx (15609 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/tracking/Tracking.jsx (12021 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/documents/Documents.jsx (29122 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/notifications/Notifications.jsx (20720 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/billing/Invoices.jsx (4467 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/modules/reports/Reports.jsx (23634 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/data/mockData.js (1555 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/dist/watermark-logo.png (52493 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/public/watermark-logo.png (52493 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/assets/logo.png (52493 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/logo.png (52493 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/dist/watermark-logo.png (52493 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/public/watermark-logo.png (52493 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/extension/dist/assets/react-CHdo91hT.svg (4126 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/extension/src/assets/react.svg (4126 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/assets/react.svg (4126 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/assets/react.svg (4126 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/services/mobile/pushService.js (2347 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/services/mobile/geolocationService.js (1373 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/services/mobile/cameraService.js (1028 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/services/ai/ocrService.js (2935 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/services/ai/routingService.js (1951 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/tools/bootstrap_admin.js (1951 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Dispatch App/src/services/ai/pricingService.js (2947 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/Scrape_FMCSA.command (422 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/Scrape_FMCSA.command (422 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/test_usdot_api.py (1872 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/test_usdot_api.py (1872 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/prompts/tier2_pitfall.md (1872 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/sheets_guide.md (1104 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/target_industries.txt (116 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/config_mailer.json (303 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/Lead Puller HDD (Move to Desktop).command (761 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/install_schedule.sh (658 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/audit_site.cjs (3503 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/audit_site.cjs (3503 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/Run_Enrichment.command (415 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/Run_Enrichment.command (415 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/output/Audit_Marietta_Dentist.pdf (2538 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/js/config.js (2910 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/js/config.js (2910 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/features/AuditLog.jsx (2455 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/dist/favicon.svg (622 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/public/favicon.svg (622 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/update_nav.py (2132 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/update_nav.py (2132 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/robots.txt (222 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/robots.txt (222 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/js/firebase-config.js (1679 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/js/firebase-config.js (1679 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-7c658f9561e5dbbafb042a00f6a4de57877adddd957809111f3123e272632b4d (564 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/check_stats.py (922 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/check_stats.py (922 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Ollama_Models/blobs/sha256-577073ffcc6ce95b9981eacc77d1039568639e5638e83044994560d9ef82ce1b (110 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/css/admin.css (21343 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/css/admin.css (21343 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/utils/proposalPdfGenerator.js (3372 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/success.html (3091 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/logic/pricing/tier-calculator.v3.1.backup.json (4281 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/usdot_api.py (2985 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/usdot_api.py (2985 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/js/email-popup.js (5835 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/js/email-popup.js (5835 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/components/ChatWidget.jsx (8206 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/enrich_data.py (6651 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/enrich_data.py (6651 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/web_hunter/site_inspector.py (6800 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/fulfillment-guide.html (8310 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/sitemap.xml (5912 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/sitemap.xml (5912 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/sheet_manager.py (6983 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/sheet_manager.py (6983 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/functions/templates/emailTemplates.js (8814 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/auto_emailer.py (3442 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/auto_emailer.py (3442 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/lead puller/tools/main.py (4406 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/js/dispatch-bot.js (6243 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/js/dispatch-bot.js (6243 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/refund-policy.html (6712 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/refund-policy.html (6712 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/404.html (3061 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/404.html (3061 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/dist/assets/index-fucG4COt.css (13252 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Infinite-Bond-Memorials/js/main.js (8560 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Infinite-Bond-Memorials/js/main.js (8560 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/back-office-consult.html (13545 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Truck Scraper Master File/tools/enrich_email.py (3419 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Truck Scraper Master File/tools/enrich_email.py (3419 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Tech Trap Solutions/app/src/features/ContractManager.jsx (6166 bytes)
[Deleted] /Volumes/CeeJay SSD/HDD_Import_20260131/Jayboi_Services_Site/blog/fmcsa-clearinghouse.html (5379 bytes)
[Deleted] /Volumes/CeeJay SSD/desktop_migrated/Jayboi_Services_Site/blog/fmcsa-clearinghouse.html (5379 bytes)
